razdel,razdel_name,vr,vr_name
0909,Другие вопросы в области здравоохранения,340,Стипендии
0909,Другие вопросы в области здравоохранения,350,Премии и гранты
0909,Другие вопросы в области здравоохранения,360,Иные выплаты населению
0909,Другие вопросы в области здравоохранения,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0909,Другие вопросы в области здравоохранения,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0909,Другие вопросы в области здравоохранения,415,Бюджетные инвестиции в соответствии с концессионными соглашениями
0909,Другие вопросы в области здравоохранения,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
0909,Другие вопросы в области здравоохранения,462,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность автономным учреждениям
0909,Другие вопросы в области здравоохранения,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0909,Другие вопросы в области здравоохранения,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0909,Другие вопросы в области здравоохранения,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0909,Другие вопросы в области здравоохранения,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0909,Другие вопросы в области здравоохранения,523,Консолидированные субсидии
0909,Другие вопросы в области здравоохранения,530,Субвенции
0909,Другие вопросы в области здравоохранения,540,Иные межбюджетные трансферты
0909,Другие вопросы в области здравоохранения,560,Межбюджетные трансферты бюджету Федерального фонда обязательного медицинского страхования
0909,Другие вопросы в области здравоохранения,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0909,Другие вопросы в области здравоохранения,612,Субсидии бюджетным учреждениям на иные цели
0909,Другие вопросы в области здравоохранения,613,Гранты в форме субсидии бюджетным учреждениям
0909,Другие вопросы в области здравоохранения,614,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0909,Другие вопросы в области здравоохранения,615,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые бюджетным учреждениям по результатам отбора исполнителей услуг"
0909,Другие вопросы в области здравоохранения,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0909,Другие вопросы в области здравоохранения,622,Субсидии автономным учреждениям на иные цели
0909,Другие вопросы в области здравоохранения,623,Гранты в форме субсидии автономным учреждениям
0909,Другие вопросы в области здравоохранения,624,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0909,Другие вопросы в области здравоохранения,625,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые автономным учреждениям по результатам отбора исполнителей услуг"
0909,Другие вопросы в области здравоохранения,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0909,Другие вопросы в области здравоохранения,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0909,Другие вопросы в области здравоохранения,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0909,Другие вопросы в области здравоохранения,635,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0909,Другие вопросы в области здравоохранения,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0909,Другие вопросы в области здравоохранения,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0909,Другие вопросы в области здравоохранения,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0909,Другие вопросы в области здравоохранения,823,"Субсидии государственным корпорациям (компаниям), публично-правовым компаниям на выполнение возложенных на них государственных полномочий"
0909,Другие вопросы в области здравоохранения,824,"Субсидии государственным корпорациям (компаниям), публично-правовым компаниям на иные цели"
0909,Другие вопросы в области здравоохранения,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0909,Другие вопросы в области здравоохранения,832,"Исполнение судебных актов судебных органов иностранных государств, международных судов и арбитражей, мировых соглашений, заключенных в рамках судебных процессов в судебных органах иностранных государств, в международных судах и арбитражах"
0909,Другие вопросы в области здравоохранения,851,Уплата налога на имущество организаций и земельного налога
0909,Другие вопросы в области здравоохранения,852,"Уплата прочих налогов, сборов"
0909,Другие вопросы в области здравоохранения,853,Уплата иных платежей
0909,Другие вопросы в области здравоохранения,870,Резервные средства
1001,Пенсионное обеспечение,244,"Прочая закупка товаров, работ и услуг"
1001,Пенсионное обеспечение,311,"Пенсии, выплачиваемые по пенсионному страхованию населения"
1001,Пенсионное обеспечение,312,"Иные пенсии, социальные доплаты к пенсиям"
1001,Пенсионное обеспечение,313,"Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам"
1001,Пенсионное обеспечение,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
1001,Пенсионное обеспечение,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
1001,Пенсионное обеспечение,360,Иные выплаты населению
1001,Пенсионное обеспечение,530,Субвенции
1001,Пенсионное обеспечение,540,Иные межбюджетные трансферты
1001,Пенсионное обеспечение,622,Субсидии автономным учреждениям на иные цели
1001,Пенсионное обеспечение,870,Резервные средства
1002,Социальное обслуживание населения,111,Фонд оплаты труда учреждений
1002,Социальное обслуживание населения,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
1002,Социальное обслуживание населения,113,Иные выплаты учреждений привлекаемым лицам
1002,Социальное обслуживание населения,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
1002,Социальное обслуживание населения,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
1002,Социальное обслуживание населения,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
1002,Социальное обслуживание населения,244,"Прочая закупка товаров, работ и услуг"
1002,Социальное обслуживание населения,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
1002,Социальное обслуживание населения,247,Закупка энергетических ресурсов
1002,Социальное обслуживание населения,313,"Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам"
1002,Социальное обслуживание населения,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
1002,Социальное обслуживание населения,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
1002,Социальное обслуживание населения,330,Публичные нормативные выплаты гражданам несоциального характера
1002,Социальное обслуживание населения,340,Стипендии
1002,Социальное обслуживание населения,350,Премии и гранты
1002,Социальное обслуживание населения,360,Иные выплаты населению
1002,Социальное обслуживание населения,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
1002,Социальное обслуживание населения,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
1002,Социальное обслуживание населения,415,Бюджетные инвестиции в соответствии с концессионными соглашениями
1002,Социальное обслуживание населения,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
1002,Социальное обслуживание населения,462,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность автономным учреждениям
1002,Социальное обслуживание населения,463,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность государственным (муниципальным) унитарным предприятиям
1002,Социальное обслуживание населения,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
1002,Социальное обслуживание населения,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
1002,Социальное обслуживание населения,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
1002,Социальное обслуживание населения,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
1002,Социальное обслуживание населения,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
1002,Социальное обслуживание населения,523,Консолидированные субсидии
1002,Социальное обслуживание населения,530,Субвенции
1002,Социальное обслуживание населения,540,Иные межбюджетные трансферты
1002,Социальное обслуживание населения,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1002,Социальное обслуживание населения,612,Субсидии бюджетным учреждениям на иные цели
1002,Социальное обслуживание населения,613,Гранты в форме субсидии бюджетным учреждениям
1002,Социальное обслуживание населения,614,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
1002,Социальное обслуживание населения,615,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые бюджетным учреждениям по результатам отбора исполнителей услуг"
1002,Социальное обслуживание населения,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1002,Социальное обслуживание населения,622,Субсидии автономным учреждениям на иные цели
1002,Социальное обслуживание населения,623,Гранты в форме субсидии автономным учреждениям
1002,Социальное обслуживание населения,624,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
1002,Социальное обслуживание населения,625,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые автономным учреждениям по результатам отбора исполнителей услуг"
1002,Социальное обслуживание населения,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
1002,Социальное обслуживание населения,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
1002,Социальное обслуживание населения,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
1002,Социальное обслуживание населения,635,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
1002,Социальное обслуживание населения,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
1002,Социальное обслуживание населения,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
1002,Социальное обслуживание населения,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
1002,Социальное обслуживание населения,816,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
1002,Социальное обслуживание населения,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
1002,Социальное обслуживание населения,851,Уплата налога на имущество организаций и земельного налога
1002,Социальное обслуживание населения,852,"Уплата прочих налогов, сборов"
1002,Социальное обслуживание населения,853,Уплата иных платежей
1002,Социальное обслуживание населения,870,Резервные средства
1003,Социальное обеспечение населения,111,Фонд оплаты труда учреждений
1003,Социальное обеспечение населения,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
1003,Социальное обеспечение населения,113,Иные выплаты учреждений привлекаемым лицам
1003,Социальное обеспечение населения,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
1003,Социальное обеспечение населения,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
1003,Социальное обеспечение населения,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
1003,Социальное обеспечение населения,244,"Прочая закупка товаров, работ и услуг"
1003,Социальное обеспечение населения,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
1003,Социальное обеспечение населения,247,Закупка энергетических ресурсов
1003,Социальное обеспечение населения,312,"Иные пенсии, социальные доплаты к пенсиям"
1003,Социальное обеспечение населения,313,"Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам"
1003,Социальное обеспечение населения,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
1003,Социальное обеспечение населения,322,Субсидии гражданам на приобретение жилья
1003,Социальное обеспечение населения,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
1003,Социальное обеспечение населения,324,Страховые взносы на обязательное медицинское страхование неработающего населения
1003,Социальное обеспечение населения,330,Публичные нормативные выплаты гражданам несоциального характера
1003,Социальное обеспечение населения,340,Стипендии
1003,Социальное обеспечение населения,350,Премии и гранты
1003,Социальное обеспечение населения,360,Иные выплаты населению
1003,Социальное обеспечение населения,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
1003,Социальное обеспечение населения,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
1003,Социальное обеспечение населения,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
1003,Социальное обеспечение населения,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
1003,Социальное обеспечение населения,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
1003,Социальное обеспечение населения,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
1003,Социальное обеспечение населения,523,Консолидированные субсидии
1003,Социальное обеспечение населения,530,Субвенции
1003,Социальное обеспечение населения,540,Иные межбюджетные трансферты
1003,Социальное обеспечение населения,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1003,Социальное обеспечение населения,612,Субсидии бюджетным учреждениям на иные цели
1003,Социальное обеспечение населения,613,Гранты в форме субсидии бюджетным учреждениям
1003,Социальное обеспечение населения,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1003,Социальное обеспечение населения,622,Субсидии автономным учреждениям на иные цели
1003,Социальное обеспечение населения,623,Гранты в форме субсидии автономным учреждениям
1003,Социальное обеспечение населения,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
1003,Социальное обеспечение населения,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
1003,Социальное обеспечение населения,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
1003,Социальное обеспечение населения,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
1003,Социальное обеспечение населения,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
1003,Социальное обеспечение населения,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
1003,Социальное обеспечение населения,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
1003,Социальное обеспечение населения,851,Уплата налога на имущество организаций и земельного налога
1003,Социальное обеспечение населения,852,"Уплата прочих налогов, сборов"
1003,Социальное обеспечение населения,853,Уплата иных платежей
1003,Социальное обеспечение населения,870,Резервные средства
1004,Охрана семьи и детства,111,Фонд оплаты труда учреждений
1004,Охрана семьи и детства,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
1004,Охрана семьи и детства,113,Иные выплаты учреждений привлекаемым лицам
1004,Охрана семьи и детства,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
1004,Охрана семьи и детства,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
1004,Охрана семьи и детства,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
1004,Охрана семьи и детства,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
1004,Охрана семьи и детства,244,"Прочая закупка товаров, работ и услуг"
1004,Охрана семьи и детства,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
1004,Охрана семьи и детства,247,Закупка энергетических ресурсов
1004,Охрана семьи и детства,312,"Иные пенсии, социальные доплаты к пенсиям"
1004,Охрана семьи и детства,313,"Пособия, компенсации, меры социальной поддержки по публичным нормативным обязательствам"
1004,Охрана семьи и детства,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
1004,Охрана семьи и детства,322,Субсидии гражданам на приобретение жилья
1004,Охрана семьи и детства,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
1004,Охрана семьи и детства,330,Публичные нормативные выплаты гражданам несоциального характера
1004,Охрана семьи и детства,340,Стипендии
1004,Охрана семьи и детства,350,Премии и гранты
1004,Охрана семьи и детства,360,Иные выплаты населению
1004,Охрана семьи и детства,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
1004,Охрана семьи и детства,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
1004,Охрана семьи и детства,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
1004,Охрана семьи и детства,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
1004,Охрана семьи и детства,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
1004,Охрана семьи и детства,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
1004,Охрана семьи и детства,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
1004,Охрана семьи и детства,523,Консолидированные субсидии
1004,Охрана семьи и детства,530,Субвенции
1004,Охрана семьи и детства,540,Иные межбюджетные трансферты
1004,Охрана семьи и детства,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1004,Охрана семьи и детства,612,Субсидии бюджетным учреждениям на иные цели
1004,Охрана семьи и детства,613,Гранты в форме субсидии бюджетным учреждениям
1004,Охрана семьи и детства,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
1004,Охрана семьи и детства,622,Субсидии автономным учреждениям на иные цели
1004,Охрана семьи и детства,623,Гранты в форме субсидии автономным учреждениям
1004,Охрана семьи и детства,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
