"field name","english description","russian description","format"
"G551","The value of property, works, services or the amount of money in the form of funds received by a professional association of insurers created in accordance with the Federal Law of July 27, 2010 No. 225-FZ ""On Compulsory Insurance of Civil Liability of the Owner of a Hazardous Facility for Damage Caused by an Accident at a Hazardous Facility"" (hereinafter referred to as Federal Law No. 225-FZ) for the implementation of compensation payments provided for by the said Federal Law, compensation for the missing portion of assets upon transfer of the insurance portfolio (295) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств  в виде средств, полученных профессиональным объединением страховщиков, созданным в соответствии с Федеральным законом от 27 июля 2010 г. № 225-ФЗ «Об обязательном страховании гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте» (далее – Федеральный закон № 225-ФЗ) для осуществления компенсационных выплат, предусмотренных указанным Федеральным законом, компенсации недостающей части активов при передаче страхового портфеля (295) (тыс. руб.)","integer"
"G552","The number of taxpayers who received income - monetary funds in the form of funds received by a professional association of insurers created in accordance with Federal Law No. 225-FZ of July 27, 2010 ""On Compulsory Insurance of Civil Liability of the Owner of a Hazardous Facility for Damage Caused by an Accident at a Hazardous Facility"" (hereinafter referred to as Federal Law No. 225-FZ) for the implementation of compensation payments provided for by the said Federal Law, compensation for the missing portion of assets upon transfer of the insurance portfolio (295) (units)","Количество налогоплательщиков, получивших доходы - денежные средства в виде средств, полученных профессиональным объединением страховщиков, созданным в соответствии с Федеральным законом от 27 июля 2010 г. № 225-ФЗ «Об обязательном страховании гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте» (далее – Федеральный закон № 225-ФЗ) для осуществления компенсационных выплат, предусмотренных указанным Федеральным законом, компенсации недостающей части активов при передаче страхового портфеля (295) (ед.)","integer"
"G553","The cost of property, works, services or the amount of money in the form of funds received by a professional association of insurers created in accordance with Federal Law No. 225-FZ in the form of reimbursement amounts for compensation payments and expenses incurred in connection with the consideration of claims of victims for compensation payments (296) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств  в виде средств, полученных профессиональным объединением страховщиков, созданным в соответствии с Федеральным законом № 225-ФЗ в виде сумм возмещения компенсационных выплат и расходов, понесенных в связи с рассмотрением требований потерпевших о компенсационных выплатах (296) (тыс. руб.)","integer"
"G554","The number of taxpayers who received income - monetary funds in the form of funds received by the professional association of insurers created in accordance with Federal Law No. 225-FZ in the form of reimbursement amounts for compensation payments and expenses incurred in connection with the consideration of claims of victims for compensation payments (296) (units)","Количество налогоплательщиков, получивших доходы - денежные средства в виде средств, полученных профессиональным объединением страховщиков, созданным в соответствии с Федеральным законом № 225-ФЗ в виде сумм возмещения компенсационных выплат и расходов, понесенных в связи с рассмотрением требований потерпевших о компенсационных выплатах (296) (ед.)","integer"
"G555","The cost of property, works, services or the amount of money - Funds and other property received in the form of gratuitous aid (assistance) in the manner established by Federal Law No. 95-FZ of May 4, 1999 ""On gratuitous aid (assistance) of the Russian Federation and amendments and additions to certain legislative acts of the Russian Federation on taxes and on the establishment of benefits for payments to state extra-budgetary funds in connection with the implementation of gratuitous aid (assistance) of the Russian Federation"" (code 340) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - Средства и иное имущество, полученные в виде безвозмездной помощи (содействия) в порядке, установленном Федеральным законом от 4 мая 1999 г. N 95-ФЗ ""О безвозмездной помощи (содействии) Российской Федерации и внесении изменений и дополнений в отдельные законодательные акты Российской Федерации о налогах и об установлении льгот по платежам в государственные внебюджетные фонды в связи с осуществлением безвозмездной помощи (содействия) Российской Федерации"" (код 340) (тыс. руб.)","integer"
"G556","Number of taxpayers who received income - Funds and other property received in the form of gratuitous aid (assistance) in the manner established by Federal Law No. 95-FZ of May 4, 1999 ""On gratuitous aid (assistance) to the Russian Federation and amendments and additions to certain legislative acts of the Russian Federation on taxes and on the establishment of benefits for payments to state extra-budgetary funds in connection with the implementation of gratuitous aid (assistance) to the Russian Federation"" (code 340) (units)","Количество налогоплательщиков, получивших доходы - Средства и иное имущество, полученные в виде безвозмездной помощи (содействия) в порядке, установленном Федеральным законом от 4 мая 1999 г. N 95-ФЗ ""О безвозмездной помощи (содействии) Российской Федерации и внесении изменений и дополнений в отдельные законодательные акты Российской Федерации о налогах и об установлении льгот по платежам в государственные внебюджетные фонды в связи с осуществлением безвозмездной помощи (содействия) Российской Федерации"" (код 340) (ед.)","integer"
"G557","The cost of property, works, services or the amount of money - fixed assets and intangible assets received free of charge in accordance with international treaties of the Russian Federation, as well as in accordance with the legislation of the Russian Federation by nuclear power plants to improve their safety, used for production purposes (code 350) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - основные средства и нематериальные активы, безвозмездно полученные в соответствии с международными договорами Российской Федерации, а также в соответствии с законодательством Российской Федерации атомными станциями для повышения их безопасности, используемые для производственных целей (код 350) (тыс. руб.)","integer"
"G558","The number of taxpayers who received income - fixed assets and intangible assets received free of charge in accordance with international treaties of the Russian Federation, as well as in accordance with the legislation of the Russian Federation by nuclear power plants to improve their safety, used for production purposes (code 350) (units)","Количество налогоплательщиков, получивших доходы - основные средства и нематериальные активы, безвозмездно полученные в соответствии с международными договорами Российской Федерации, а также в соответствии с законодательством Российской Федерации атомными станциями для повышения их безопасности, используемые для производственных целей (код 350) (ед.)","integer"
"G559","The cost of property, works, services or the amount of money - Property received by state and municipal institutions by decision of executive authorities (code 360) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - Имущество, полученное государственными и муниципальными учреждениями по решению органов исполнительной власти (код 360) (тыс. руб.)","integer"
"G560","Number of taxpayers who received income - property received by state and municipal institutions by decision of executive authorities (code 360) (units)","Количество налогоплательщиков, получивших доходы - имущество, полученное государственными и муниципальными учреждениями по решению органов исполнительной власти (код 360) (ед.)","integer"
"G561","The cost of property, works, services or the amount of monetary funds - property and (or) property rights received by organizations of the state stockpile of special (radioactive) raw materials and fissile materials of the Russian Federation from operations with material assets of the state stockpile of special (radioactive) raw materials and fissile materials and aimed at the restoration and maintenance of the said stocks (code 370) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - имущество и (или) имущественные права, полученные организациями государственного запаса специального (радиоактивного) сырья и делящихся материалов Российской Федерации от операций с материальными ценностями государственных запасов специального (радиоактивного) сырья и делящихся материалов и направленные на восстановление и содержание указанных запасов (код 370) (тыс. руб.)","integer"
"G562","The number of taxpayers who received income - property and (or) property rights received by organizations of the state stockpile of special (radioactive) raw materials and fissile materials of the Russian Federation from operations with material assets of the state stockpile of special (radioactive) raw materials and fissile materials and directed to the restoration and maintenance of the said stocks (code 370) (units)","Количество налогоплательщиков, получивших доходы - имущество и (или) имущественные права, полученные организациями государственного запаса специального (радиоактивного) сырья и делящихся материалов Российской Федерации от операций с материальными ценностями государственных запасов специального (радиоактивного) сырья и делящихся материалов и направленные на восстановление и содержание указанных запасов (код 370) (ед.)","integer"
"G563","The cost of property, works, services or the amount of money - property received free of charge by state and municipal educational institutions, as well as non-state educational institutions that have licenses for the right to conduct educational activities, to conduct statutory activities (code 380) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - имущество, безвозмездно полученное государственными и муниципальными образовательными учреждениями, а также негосударственными образовательными учреждениями, имеющими лицензии на право ведения образовательной деятельности, на ведение уставной деятельности (код 380) (тыс. руб.)","integer"
"G564","The number of taxpayers who received income - property received free of charge by state and municipal educational institutions, as well as non-state educational institutions that have licenses for the right to conduct educational activities, to conduct statutory activities (code 380) (units)","Количество налогоплательщиков, получивших доходы - имущество, безвозмездно полученное государственными и муниципальными образовательными учреждениями, а также негосударственными образовательными учреждениями, имеющими лицензии на право ведения образовательной деятельности, на ведение уставной деятельности (код 380) (ед.)","integer"
"G565","The cost of property, works, services or the amount of money - fixed assets received by organizations within the structure of DOSAAF Russia (when transferred between two or more organizations within the structure of DOSAAF Russia), used for the training of citizens in military registration specialties, military-patriotic education of youth, development of aviation, technical and military-applied sports in accordance with the legislation of the Russian Federation (code 390) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - основные средства, полученные организациями, входящими в структуру ДОСААФ России (при передаче их между двумя и более организациями, входящими в структуру ДОСААФ России), использованные на подготовку граждан по военно-учетным специальностям, военно-патриотическое воспитание молодежи, развитие авиационных, технических и военно-прикладных видов спорта в соответствии с законодательством Российской Федерации (код 390) (тыс. руб.)","integer"
"G566","The number of taxpayers who received income - fixed assets received by organizations within the structure of DOSAAF Russia (when transferred between two or more organizations within the structure of DOSAAF Russia), used for training citizens in military registration specialties, military-patriotic education of youth, development of aviation, technical and military-applied sports in accordance with the legislation of the Russian Federation (code 390) (units)","Количество налогоплательщиков, получивших доходы - основные средства, полученные организациями, входящими в структуру ДОСААФ России (при передаче их между двумя и более организациями, входящими в структуру ДОСААФ России), использованные на подготовку граждан по военно-учетным специальностям, военно-патриотическое воспитание молодежи, развитие авиационных, технических и военно-прикладных видов спорта в соответствии с законодательством Российской Федерации (код 390) (ед.)","integer"
"G567","The cost of property, works, services or the amount of money - funds and other property received by unitary enterprises from the owner of the property of this enterprise or the body authorized by him (code 400) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства и иное имущество, полученные унитарными предприятиями от собственника имущества этого предприятия или уполномоченного им органа (код 400) (тыс. руб.)","integer"
"G568","The number of taxpayers who received income - funds and other property received by unitary enterprises from the owner of the property of this enterprise or the body authorized by him (code 400) (units)","Количество налогоплательщиков, получивших доходы - средства и иное имущество, полученные унитарными предприятиями от собственника имущества этого предприятия или уполномоченного им органа (код 400) (ед.)","integer"
"G569","The cost of property, works, services or the amount of money - property (including money) and (or) property rights received by a religious organization in connection with the performance of religious rites and ceremonies and from the sale of religious literature and religious items (code 410) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - имущество (включая денежные средства) и (или) имущественные права, полученные религиозной организацией в связи с совершением религиозных обрядов и церемоний и от реализации религиозной литературы и предметов религиозного назначения (код 410) (тыс. руб.)","integer"
"G570","The number of taxpayers who received income - property (including cash) and (or) property rights received by a religious organization in connection with the performance of religious rites and ceremonies and from the sale of religious literature and religious items (code 410) (units)","Количество налогоплательщиков, получивших доходы - имущество (включая денежные средства) и (или) имущественные права, полученные религиозной организацией в связи с совершением религиозных обрядов и церемоний и от реализации религиозной литературы и предметов религиозного назначения (код 410) (ед.)","integer"
"G571","The cost of property, works, services or the amount of money - funds received by public organizations of disabled people for the implementation of the activities of these organizations from organizations using the labor of disabled people, in which disabled people make up at least 50 percent of the total number of employees and the share of expenses on the remuneration of disabled people in the expenses on remuneration of labor is at least 25 percent (code 430) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства, поступившие общественным организациям инвалидов на осуществление деятельности этих организаций от организаций, использующих труд инвалидов, в которых инвалиды от общего числа работников составляют не менее 50 процентов и доля расходов на оплату труда инвалидов в расходах на оплату труда составляет не менее 25 процентов (код 430) (тыс. руб.)","integer"
"G572","The number of taxpayers who received income - funds received by public organizations of disabled people for the implementation of the activities of these organizations from organizations using the labor of disabled people, in which disabled people make up at least 50 percent of the total number of employees and the share of expenses on the remuneration of disabled people in the expenses on remuneration of labor is at least 25 percent (code 430) (units)","Количество налогоплательщиков, получивших доходы - средства, поступившие общественным организациям инвалидов на осуществление деятельности этих организаций от организаций, использующих труд инвалидов, в которых инвалиды от общего числа работников составляют не менее 50 процентов и доля расходов на оплату труда инвалидов в расходах на оплату труда составляет не менее 25 процентов (код 430) (ед.)","integer"
"G573","The cost of property, works, services or the amount of money - funds received by public organizations of disabled people for the implementation of the activities of these organizations from institutions whose sole owners of property are public organizations of disabled people (code 440) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства, поступившие общественным организациям инвалидов на осуществление деятельности этих организаций от учреждений, единственным собственником имущества которых являются общественные организации инвалидов (код 440) (тыс. руб.)","integer"
"G574","The number of taxpayers who received income - funds received by public organizations of disabled people for the implementation of the activities of these organizations from institutions whose sole owners of property are public organizations of disabled people (code 440) (units)","Количество налогоплательщиков, получивших доходы - средства, поступившие общественным организациям инвалидов на осуществление деятельности этих организаций от учреждений, единственным собственником имущества которых являются общественные организации инвалидов (код 440) (ед.)","integer"
"G575","The cost of property, works, services or the amount of money - funds in the form of profits received from the sale of religious literature and religious items received by religious organizations for the implementation of statutory activities from taxpayer organizations whose authorized (contributed) capital consists entirely of the contribution of these religious organizations (code 450) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства в виде сумм прибыли, полученной от реализации религиозной литературы и предметов религиозного назначения, поступившие религиозным организациям на осуществление уставной деятельности от налогоплательщиков-организаций, уставный (складочный) капитал которых состоит полностью из вклада этих религиозных организаций (код 450) (тыс. руб.)","integer"
"G576","The number of taxpayers who received income - funds in the form of profits from the sale of religious literature and religious items received by religious organizations for the implementation of statutory activities from taxpayer organizations whose authorized (contributed) capital consists entirely of the contribution of these religious organizations (code 450) (units)","Количество налогоплательщиков, получивших доходы - средства в виде сумм прибыли, полученной от реализации религиозной литературы и предметов религиозного назначения, поступившие религиозным организациям на осуществление уставной деятельности от налогоплательщиков-организаций, уставный (складочный) капитал которых состоит полностью из вклада этих религиозных организаций (код 450) (ед.)","integer"
"G577","The cost of property, works, services or the amount of money - funds received by structural organizations of DOSAAF of Russia of another executive body (except for that specified under code 270) under a general agreement (code 271) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства, полученные структурными организациями ДОСААФ  России другого органа исполнительной власти (кроме указанного по коду 270) по генеральному договору (код 271) (тыс. руб.)","integer"
"G578","The number of taxpayers who received income - funds received by structural organizations of DOSAAF of Russia of another executive body (except for that specified under code 270) under a general agreement (code 271) (units)","Количество налогоплательщиков, получивших доходы - средства, полученные структурными организациями ДОСААФ  России другого органа исполнительной власти (кроме указанного по коду 270) по генеральному договору (код 271) (ед.)","integer"
"G579","The cost of property, works, services or the amount of money - funds in the form of contributions from financial organizations received by the fund for financing the activities of the financial ombudsman, formed in accordance with Federal Law No. 123-FZ of June 4, 2018 ""On the Commissioner for the Rights of Consumers of Financial Services"" (code 330) (thousand rubles)","Стоимость имущества, работ, услуг или сумма денежных средств - средства в виде взносов финансовых организаций, поступающих в фонд финансирования деятельности финансового уполномоченного, образованный в соответствии с Федеральным законом от 4 июня 2018 г. № 123-ФЗ «Об уполномоченном по правам потребителей финансовых услуг» (код 330) (тыс. руб.)","integer"
"G580","The number of taxpayers who received income - funds in the form of contributions from financial institutions received by the fund for financing the activities of the financial ombudsman, formed in accordance with Federal Law No. 123-FZ of June 4, 2018 ""On the Commissioner for the Rights of Consumers of Financial Services"" (code 330) (units)","Количество налогоплательщиков, получивших доходы - средства в виде взносов финансовых организаций, поступающих в фонд финансирования деятельности финансового уполномоченного, образованный в соответствии с Федеральным законом от 4 июня 2018 г. № 123-ФЗ «Об уполномоченном по правам потребителей финансовых услуг» (код 330) (ед.)","integer"
"G581","Amount of profit (excluding income and expenses not taken into account when determining profit; taking into account the general adjustment of profit; excluding paid dividends and distributed profit) (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли (без доходов и расходов, не учитываемых при определении прибыли; с учетом общей корректировки прибыли; без выплаченных дивидендов и распределенной прибыли) (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G582","Amount of profit (excluding income and expenses not taken into account when determining profit; taking into account the general adjustment of profit; excluding paid dividends and distributed profit) (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли (без доходов и расходов, не учитываемых при определении прибыли; с учетом общей корректировки прибыли; без выплаченных дивидендов и распределенной прибыли)  (контролируемая иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G583","Amount of loss (excluding income and expenses not taken into account when determining profit; taking into account the general adjustment of profit; excluding paid dividends and distributed profit) (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина убытка (без доходов и расходов, не учитываемых при определении прибыли; с учетом общей корректировки прибыли; без выплаченных дивидендов и распределенной прибыли) (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G584","Amount of loss (excluding income and expenses not taken into account when determining profit; taking into account the general adjustment of profit; excluding paid dividends and distributed profit) (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина убытка (без доходов и расходов, не учитываемых при определении прибыли; с учетом общей корректировки прибыли; без выплаченных дивидендов и распределенной прибыли) (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G585","The amount of profit corresponding to the share of the controlling person (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли, соответствующая доле контролирующего  лица (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G586","The amount of profit corresponding to the share of the controlling person (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли, соответствующая доле контролирующего  лица (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G587","The amount of profit subject to accounting for other controlling persons through whom indirect participation is realized, corresponding to the taxpayer's share of participation (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли, подлежащая учету у иных контролирующих лиц, через которых реализовано косвенное участие, соответствующая доле участия налогоплательщика  (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G588","The amount of profit subject to accounting for other controlling persons through whom indirect participation is realized, corresponding to the taxpayer's share of participation (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Величина прибыли, подлежащая учету у иных контролирующих лиц, через которых реализовано косвенное участие, соответствующая доле участия налогоплательщика  (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G589","Tax base for calculating tax (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Налоговая база для исчисления налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G590","Tax base for calculating tax (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Налоговая база для исчисления налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G591","Tax base for calculating tax on transactions with securities and derivative financial instruments not traded on an organized market (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Налоговая база для исчисления налога по операциям с ценными бумагами и производными финансовыми инструментами, не обращающимися на организованном рынке (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G592","Amount of calculated tax (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Сумма исчисленного налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G593","Amount of calculated tax (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Сумма исчисленного налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G594","Tax amounts that reduce the amount of calculated tax (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Суммы налога, уменьшающие сумму исчисленного налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G595","Tax amounts that reduce the amount of calculated tax (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (thousand rubles)","Суммы налога, уменьшающие сумму исчисленного налога (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G596","The amount of tax payable by controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation (thousand rubles)","Сумма налога к уплате контролируемых иностранных компаний, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G597","The amount of tax payable by controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation (thousand rubles)","Сумма налога к уплате контролируемых иностранных компаний, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (тыс. руб.)","integer"
"G598","The number of controlled foreign companies, data on which are provided in Section H (units) (controlled foreign companies whose income is determined in accordance with subparagraph 1 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (units)","Количество контролируемых иностранных компаний, данные по которым приведены в Разделе Н (ед.) (контролируемые иностранные компании, доходы которых определены в соответствии с пп.1 п.1 ст.309.1 НК РФ) (ед.)","integer"
"G599","The number of controlled foreign companies, data on which are provided in Section H (units) (controlled foreign companies whose income is determined in accordance with subparagraph 2 of paragraph 1 of Article 309.1 of the Tax Code of the Russian Federation) (units)","Количество контролируемых иностранных компаний, данные по которым приведены в Разделе Н (ед.) (контролируемые иностранные компании, доходы которых определены в соответствии с пп.2 п.1 ст.309.1 НК РФ) (ед.)","integer"
"G600","Reference. Number of taxpayers who are controlling persons of controlled foreign companies and who submitted Sheets 09 of the declaration (units)","Справочно.
Количество налогоплательщиков, являющихся контролирующими лицами контролируемых иностранных компаний, представивших Листы 09 декларации (ед.)","integer"
