G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414
Костромская область;782 684 653;16 946 063;438 742 703;2 317 240;745 118 793;19 302 519;391 039 025;3 121 629;92 202;257 366;10 195 656;0;28 432;0;75 138 342;30 071 810;186;45 066 532;2 682 457;9 010 742;901 330;2 644;989 795;99 150;1 411 408;7 479;141 201;748;6 014 362;2 565;2;0;0;0;0;0;3 140;5 146 134;5 542 755;2 386;505;1 092;255;464;340;1 402 132;124 654;1 181 791;120 037;226 567;4 624;45 313;925;4 531;92;6 226;8;169;11;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329 645;308 948;56 220;11 244;1 124;35 523;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 837 059;5 049 475;11 486 027;11 215 406;0;0;287 445;6 079 408;115 400;7 208;3 074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 223;0;0;1 092;0;8 351;6;36;42 769;282 931;508;2;46;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 307;1;0;0;0;0;0;0;0;0;1 047;2;0;0;0;0;0;0;368;1;88;2;1 856;6;36;1;0;0;0;0;4 365;5;144;2;2 470;1;0;0;0;0;2 982;11;0;0;0;0;0;0;0;0;0;0;5 986 502;933;16 875;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 020;6;1 167;1;0;0;419 795;8;0;0;0;0;0;0;0;0;0;0;304 076;6;0;0;520 174;3;0;0;0;0;48 032;20;7 026;2;143 552;208;198;1;0;0;0;0;77 970;4;60 248;10;25 603;37;2 960;1;15 581;10;0;0;0;0;0;0;0;0;3 163;3;5 160;2;0;0;0;0;300;1;1 339;3;12 470;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;6;0;0;4 170;3;0;0;11 759;8;0;0;0;0;727;2;0;0;2 433;1;0;0;0;0;0;0;3 568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3
Курганская область;203 812 020;30 513 860;12 303 364;4 768 336;192 418 423;33 109 112;11 356 542;5 591 333;166 934;49 825;14 018;47 616;19 246;550;12 479 129;2 882 272;112;9 609 536;3 384 102;1 846 728;191 932;0;351 039;35 557;199 225;4 164;14 775;417;576 454;75 011;7;0;0;0;0;0;0;8 576 674;8 087 994;2 108;306;2 174;410;1 102;175;1 153 594;24 913;1 075 270;23 817;83 288;1 097;16 658;219;1 666;22;3 731;0;89;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 662 076;4 752 115;979 882;195 975;19 597;69 921;67;9;86;834;0;747;0;0;1;1;0;0;0;0;0;0;0;0;6 339;8 306;1 739 579;1 947 363;507;0;37 525;530 482;226 588;2;77;0;0;0;0;0;0;0;0;0;0;0;8 206;0;0;0;0;0;0;0;0;0;0;9 985;4;34;60 121;827 641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 152;1;0;0;0;0;0;0;0;0;13;1;0;0;0;0;1 084;2;13 105;2;3 484;6;13 099;12;0;0;0;0;0;0;10 011;5;1 948;3;700;1;0;0;0;0;13 955;9;0;0;0;0;0;0;0;0;0;0;4 895 827;811;144 952;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 598;13;60;1;0;0;100 099;2;0;0;0;0;0;0;0;0;0;0;4 747 620;22;0;0;594 903;15;0;0;0;0;119 052;118;5 855;5;72 576;78;6 102;4;0;0;0;0;170 859;7;117 697;13;49 475;9;0;0;10 024;47;0;0;151 327;1;0;0;6 841;1;10 226;4;5 817;2;0;0;0;0;11 662;2;1;1;0;0;0;0;0;0;0;0;244;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 981;2;0;0;2 018;1;0;0;3 866;29;0;0;0;0;3 441;2;0;0;1 578;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Курская область;554 299 712;35 169 172;54 293 929;1 615 443;510 816 098;37 059 432;53 888 640;2 834 503;170 907;144 913;552 159;4 905;14 649;4 452;43 708 214;2 445 357;151;41 262 857;2 963 720;8 252 570;825 257;0;1 929 692;192 969;280 849;3 481;28 085;350;489 071;0;0;0;0;0;0;0;0;8 558 836;9 314 904;4 143;470;1 959;747;2 877;2 606;1 908 144;20 084;1 627 495;16 153;283 534;3 931;56 707;786;5 671;79;2 885;0;30;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95 393 937;77 834 678;18 301 509;3 660 301;366 029;742 250;203;22;144 328;141 351;3 306;329;661;66;2;1;2;6;0;0;0;0;0;0;467 588;460 357;7 430 632;7 202 484;0;0;228 200;55 580 752;1 286 273;984 966;12 120;1 346 276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;40 072;27 271;4;45;845 820;2 421 320;0;0;193;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 412;3;0;0;0;0;0;0;19;1;396;1;0;0;0;0;217;3;1 452;4;11 149;5;27 612;18;209;1;0;0;0;0;135 972;5;0;0;1 393;2;0;0;0;0;40 394;16;0;0;0;0;0;0;94;1;8;1;14 433 473;1 626;14 854;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38 210;7;181 552;1;0;0;1 710 542;5;0;0;49 316;2;0;0;0;0;0;0;2 676 418;18;1 158 606;3;1 143;3;0;0;0;0;681 849;142;806;2;701 115;89;997;2;0;0;0;0;40 311;6;155 437;24;48 514;15;0;0;126 710;10;0;0;357 182;3;0;0;9 824;2;1 600;6;55 127;6;0;0;0;0;47 023;3;29 797;2;265;1;0;0;0;0;0;0;0;0;0;0;0;0;5 941;4;0;0;0;0;0;0;0;0;0;0;757;5;0;0;0;0;0;0;60 652;43;0;0;0;0;40 411;2;0;0;5 427;5;657;2;0;0;4 222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
Ленинградская область;2 676 485 039;128 948 889;471 873 721;26 059 502;2 320 306 377;139 138 885;475 447 370;38 365 332;547 659;614 522;3 090 748;1 098 550;80 596;1 219;403 226 302;40 106 426;475;363 119 889;22 950 789;67 891 413;7 262 397;3 123;8 105 338;872 200;1 598 602;36 954;157 091;3 718;8 021 285;4 712 431;51;0;0;0;0;0;1 900;108 998 421;70 205 734;6 217;1 249;3 470;1 200;1 122;84;1 224 748;43 822;1 125 694;43 807;100 326;15;20 065;3;2 007;0;1 274;0;103;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56 650 324;52 003 901;6 216 043;1 236 999;123 701;1 569 620;120;30;8 019 989;5 083 307;65 132;2 864;13 026;1 303;10;3;16;1;0;0;0;0;0;0;322 929;310 393;93 927 850;39 393 782;0;88 395;53 275 891;40 948 056;7 011 217;44 050 198;17 663;2 826 081;12 911;177;0;0;0;0;0;0;36 327 819;226 170;51 549;5 254;0;11 645;0;624 325;0;133 511;16 052 916;143 271;21 633;269 521;13;120;1 123 530;10 716 077;25 871;2;337;1;0;0;0;0;0;0;0;0;1 969 195;2;136 498;1;0;0;0;0;0;0;0;0;0;0;24 785;5;0;0;0;0;0;0;64;1;407;5;16 302;1;202 881;1;102 982;15;16 056;4;86 157;17;66 444;36;8 246;4;0;0;159 157;4;304 280;28;15 594;20;22 284;8;26 951;8;0;0;154 252;47;0;0;0;0;0;0;4;1;296 560;4;73 793 074;3 515;365 477;19;0;0;63 375;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 306;10;732;1;0;0;13 496 136;15;0;0;0;0;36 999;1;0;0;0;0;2 283 701;8;0;0;2 954 803;17;0;0;0;0;1 504 264;231;70 332;17;88 991;83;984;4;0;0;0;0;90 622;13;1 586 857;81;735 831;77;2 710;2;2 074 986;51;0;0;19 063;3;0;0;98;2;2 471;5;14 665;11;0;0;0;0;9 616;9;116 147;1;2 537;1;0;0;0;0;0;0;310;1;0;0;95;1;0;0;0;0;0;0;0;0;0;0;0;0;37 247;23;0;0;123 934;3;0;0;199 963;14;0;0;147 475;4;3 873;3;0;1;7 000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
Липецкая область;1 158 890 368;38 311 753;380 429 291;3 541 078;1 040 473 097;42 600 765;376 685 935;5 367 230;394 528;319 623;18 518 255;17 900;715 192;17 910;103 347 284;2 938 381;118;100 408 905;5 795 475;19 959 443;2 008 178;0;677 826;68 761;585 856;10 700;60 526;1 069;587 676;2 423;6;0;119 927;9;0;0;0;12 623 412;13 191 264;5 856;250;1 762;557;574;58;1 193 813;164 797;1 084 533;161 269;109 279;3 529;21 856;706;2 186;71;0;0;135;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75 349 193;65 024 628;11 924 474;2 384 895;238 493;1 599 909;118;18;128 389;123 225;17 087;17 953;3 417;342;5;2;10;5;0;0;0;0;0;0;1 485 072;1 521 605;377 927;270 695;1 636 039;1 646 462;98 219;1 908 775;919 048;42 836 692;1 149;34 279 526;0;39 000;0;0;0;0;0;0;0;0;0;5 520;0;0;0;0;0;0;1 077 721;0;0;10 640;3;66;545 963;5 753 547;7 440;1;0;0;864;2;0;0;0;0;0;0;5 329 846;2;57 910;2;0;0;0;0;0;0;207 568;1;29;1;0;0;0;0;0;0;0;0;0;0;23 158;1;0;0;0;0;1 188;3;1 864;5;192 019;10;207 789;23;51 422;3;2 183;1;5 171;3;187 453;17;1 857;6;11 381;3;32;1;628;2;103 746;27;0;0;0;0;0;0;126;1;0;0;19 435 191;1 725;13 841 043;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39 467;14;207 020;2;0;0;3 536 725;8;0;0;134;1;170;1;0;0;0;0;631 354;7;10;1;0;0;0;0;0;0;134 270;47;7 190;18;170 347;61;4 069;2;559;10;0;0;36 469;8;292 095;24;15 973;16;1 539;3;853 929;34;0;0;1 031 698;10;0;0;80;1;8 906;4;452;1;0;0;0;0;395;3;637;2;0;0;0;0;0;0;0;0;0;0;0;0;800;1;171;1;0;0;0;0;0;0;0;0;0;0;3 007;16;0;0;6 353;2;217;1;19 613;17;0;0;0;0;0;0;0;0;1 622;7;0;0;0;0;57 730;0;8 493 200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3
Магаданская область;187 459 097;23 390 278;15 626 647;11 954 046;152 981 720;29 717 213;13 337 276;13 883 914;93 416;58 325;279 676;43;631;0;36 579 880;2 433 559;43;34 146 322;5 054 045;6 278 534;132 891;1 112;524 466;27 875;334 271;3 703;15 188;371;486 712;226;3;550 030;0;13;0;0;0;2 234 220;51 541 437;618;155;161;197;259;0;241 047;0;191 937;0;49 110;0;9 822;0;982;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656 765;656 709;56;11;1;0;1;0;200 913;269 636;0;68 724;0;0;2;1;1;0;0;0;0;0;0;0;0;0;4 700 285;1 555 812;0;0;3 144 473;111 936;133 124;4 165;840;0;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 450;1;23;194 516;1 513 729;0;0;0;0;0;0;0;0;0;0;0;0;144 790;2;0;0;0;0;0;0;0;0;0;0;0;0;628 928;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1;35 872;7;1 772;1;0;0;18 098;1;3 317;1;23;1;1 059;1;1 570;1;280;3;10 574;7;0;0;0;0;0;0;0;0;0;0;8 734 780;365;1 213;1;0;0;0;0;0;0;0;0;0;0;205 153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 181;3;0;0;0;0;0;0;0;0;0;0;39;1;0;0;0;0;499 438;4;2 640;1;0;0;0;0;0;0;16 356;10;646;1;11 651;17;0;0;0;0;0;0;66 656;3;183 677;12;45 953;3;0;0;1 897;3;0;0;0;0;20;2;100;2;6 709;3;145;2;4 192;1;3 004;1;70;1;0;0;14 440;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53 922;5;0;0;242;2;0;0;7 489;1;2 654;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Московская область;12 356 281 872;1 074 427 338;1 160 115 741;171 630 133;11 570 580 005;1 148 307 520;1 139 544 736;230 129 034;6 262 412;1 593 243;26 709 378;11 560 692;2 272 515;35 854;785 741 043;185 057 394;2 292;600 750 033;140 909 618;117 519 338;11 960 301;83 755;19 242 144;1 930 075;8 676 488;191 656;860 398;19 335;37 011 478;2 081 926;23;51 421;451 840;18;0;0;232 362;395 933 662;295 844 097;48 152;6 224;16 749;8 021;16 981;566;17 578 616;791 748;15 985 670;774 356;1 916 514;18 432;383 302;3 687;38 327;369;283 365;56;1 464;42;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37 691 582;35 809 630;3 143 050;600 247;60 023;1 261 098;93;23;86 033 040;73 129 384;9 802 073;1 726 994;1 960 413;196 042;159;36;145;44;380 655;273 217;0;0;0;1;113 239 584;110 845 722;128 121 684;151 875 048;868 322;781 065;3 483 678;87 420 991;13 660 430;65 676 821;2 312 948;9 391 082;74 843;1 567;0;11 076 988;8 472;1 085 096;1 499 294;95 050;27 389 029;9 868;9 691 217;21 840;572 679;9 500;3 700 700;227;12 102;246 917;3 411 932;852 731;36 660;1 729 472;90;610;4 309 038;20 744 615;901;3;490;3;660;3;0;0;0;0;0;0;4 279 033;5;182 623;5;0;0;0;0;0;0;0;0;0;0;46 631;8;0;0;0;0;0;0;0;0;51 352;14;44 893;4;0;0;116 020;19;23 732;21;437 426;41;193 381;81;486 529;3;3 005;5;157 704;23;1 426 364;115;76 677;36;462 856;28;17 382;7;34 193;11;372 905;145;0;0;0;0;0;0;312;2;412;4;228 860 584;22 073;2 518 279;53;0;0;59;1;0;0;0;0;405;2;0;0;0;0;79 819;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 075 493;77;275 804;6;0;0;60 703 087;85;0;0;147 450;6;0;0;235 294;2;0;0;13 040 785;49;96 440 629;9;395 590;41;0;0;10 175;1;2 457 659;760;424 321;25;3 034 105;409;30 977;16;1 051;2;15;1;1 987 840;32;1 095 597;55;2 272 254;151;47 269;7;63 659;61;0;0;1 252 144;26;0;0;732;2;57 409;20;60 618;39;0;0;0;0;31 552;18;14 210;5;64 480;18;0;0;0;0;0;0;6 000;6;8 001;2;301 499;2;0;0;0;0;0;0;0;0;0;0;0;0;33 032;20;0;0;239 885;3;0;0;91 007;65;0;0;712 272;13;30 200;4;1 452;1;776;3;0;0;0;0;1 405 387;20 138;6 920 668;36 868;130 834;0;0;0;130 834;0;0;26 167;0;26 052;0;115;0;55;7;40
Мурманская область;1 007 637 467;30 081 295;285 878 286;3 352 863;695 786 321;33 876 790;270 021 006;4 994 126;356 830;84 908;3 739 406;492 772;22 634;17;324 785 308;12 113 407;172;312 671 902;5 844 639;61 823 784;6 253 438;0;1 710 353;173 447;707 410;5 676;70 729;567;2 422 681;710 597;8;0;0;0;0;0;162;12 020 893;28 217 077;2 985;702;1 140;328;1 491;431;1 437 839;252 556;1 273 776;230 473;165 442;27 483;33 088;5 497;3 309;550;1 380;0;166;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 002 812;3 184 100;835 837;167 168;16 717;17 125;6;1;2 526 311;1 334 894;1 361 517;166 716;272 303;27 230;15;9;9;32;0;0;0;0;0;0;0;0;6 375 247;5 893 160;0;0;482 088;26 464 537;2 163 191;1 117 951;3 474;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;107 989;983 992;102 500;177 805;5;42;1 996 996;12 620 479;0;0;824;1;0;0;0;0;0;0;0;0;3 184 992;3;0;0;0;0;0;0;0;0;0;0;0;0;42 186;4;0;0;0;0;0;0;0;0;1 026;3;7 050;1;0;0;1 110 877;10;312 489;5;92 424;13;441 021;34;67;2;0;0;422 699;6;187 545;25;18 238;12;228 824;8;17 529;2;11 334;2;656 418;45;0;0;0;0;0;0;13 076;1;60 306;1;38 841 151;1 148;0;0;0;0;0;0;0;0;0;0;0;0;3 923 404;6;217 394;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44 371;34;207;1;0;0;425 497;2;0;0;9 116;4;0;0;65 400;1;0;0;5 704 430;23;0;0;291 540;5;0;0;0;0;130 060;45;661;3;390 388;236;603;1;0;0;0;0;301 770;5;713 252;14;201 726;10;3 569;3;89 921;19;0;0;63 164;4;0;0;6 045;1;42 475;15;50 112;17;0;0;0;0;21;1;938;1;59 148;6;0;0;0;0;0;0;1 373;1;0;0;0;0;853;1;0;0;0;0;0;0;0;0;0;0;67 092;1;0;0;673 270;3;0;0;41 484;89;0;0;2 844 701;4;3 329;3;0;0;0;0;0;0;0;0;19 619;0;312 193;265;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;2
Нижегородская область;3 127 621 751;226 152 972;201 748 680;37 890 125;2 991 187 413;242 289 602;168 350 262;31 477 782;743 998;360 500;2 226 848;12 288 224;1 055 221;24 506;168 818 265;42 693 420;986;126 125 045;21 594 618;23 874 547;2 522 476;29 895;4 029 064;417 235;1 603 755;126 423;147 537;12 609;8 538 685;1 356 428;38;0;0;0;0;0;446;119 046 387;80 520 869;27 150;3 105;9 985;3 861;8 564;21;7 113 458;180 370;6 566 837;175 636;589 589;5 207;117 918;1 041;11 792;104;43 234;472;241;8;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 300 035;13 150 577;615 217;123 043;12 303;465 759;61;19;1 536 929;1 410 206;129 880;11 776;25 976;2 598;18;6;19;5;0;0;0;0;0;0;13 923 469;13 876 408;36 214 453;34 682 061;314 805;158 788;1 755 922;39 285 087;4 702 111;571 447;4 429;153 353;0;0;0;0;0;0;0;0;9 885;0;360 201;725;0;0;0;0;0;0;638 757;97 586;1 357;1 055 919;36;266;1 067 837;7 634 484;25 943;3;838;1;0;0;0;0;15 741;2;0;0;793 977;8;3 229 489;3;0;0;0;0;0;0;129;1;171;1;589 104;6;176 513;1;0;0;0;0;113 552;1;238 872;13;27 608;1;0;0;137 290;24;55 944;18;113 222;54;234 302;94;26 762;11;63 867;3;730 821;15;567 748;73;342 979;28;41 562;18;104 732;13;44 595;11;463 577;108;0;0;0;0;0;0;2 026;3;41 670;1;64 873 388;7 749;866 305;23;0;0;319;1;0;0;0;0;0;0;0;0;0;0;8 763 003;5;0;0;0;0;0;0;0;0;0;0;0;0;22 170;1;0;0;5 008 791;29;1 086 567;6;10 452;1;4 413 060;40;0;0;236 554;6;0;0;129 935;1;0;0;7 315 177;38;97 461;3;3 101 939;126;0;0;0;0;979 646;145;39 713;24;913 344;191;6 043;21;0;0;0;0;242 922;9;1 632 099;40;274 139;49;18 703;5;41 856;54;0;0;213 841;7;0;0;0;0;5 984;1;153 308;27;0;0;0;0;5 065;5;29;1;5 083;4;0;0;0;0;0;0;330;2;6 971;1;0;0;14 189;1;0;0;0;0;0;0;0;0;0;0;270 026;19;0;0;17 659;5;0;0;22 855;167;0;0;390 029;8;319;1;0;0;0;0;0;0;0;0;78 897;0;2 421 898;870 660;74 249;0;0;0;74 249;0;0;14 850;0;0;0;14 850;0;10;2;8
Новгородская область;337 914 305;22 646 284;93 517 427;5 446 149;305 125 705;25 090 143;94 640 183;5 074 744;361 682;129 637;1 539 855;2 794 844;8 867;0;30 481 865;3 042 430;157;27 439 435;4 736 985;5 385 133;547 978;1 290;429 366;43 069;145 135;3 683;14 583;374;608 486;101 316;12;0;0;0;0;0;0;6 068 988;17 284 470;2 525;529;1 342;465;1 444;2;650 203;0;620 000;0;30 202;0;6 040;0;604;0;42;0;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 516 869;11 963 058;930 675;186 136;18 614;376 864;26;11;273 056;260 152;15 886;2 982;3 177;318;3;1;1;0;0;0;0;0;0;0;5 619 837;127 383;835 336;1 482 408;0;0;11 082;4 548 518;447 325;16 075 994;7 772;600 000;0;0;0;0;0;0;0;0;600 000;0;2 291 610;0;0;0;0;0;0;0;8 620 666;0;0;10 865;6;64;1 049 247;4 282 568;0;0;0;0;1 862;1;0;0;0;0;0;0;254;1;58 340;1;0;0;0;0;0;0;0;0;0;0;48 881;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 070;4;22 840;3;2 522;6;14 955;17;0;0;900;1;4 217;3;36 730;9;111;3;240;3;0;0;91;1;29 037;22;0;0;0;0;0;0;41 549;1;666;1;7 426 705;1 190;68 895;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 478;16;240;1;0;0;250;1;0;0;25 013;3;0;0;0;0;2 926;1;868 686;7;1 344;1;41 637;17;0;0;0;0;123 014;43;1 155;5;105 900;111;2 309;2;0;0;0;0;93 550;7;468 479;28;260 374;30;0;0;99 280;24;0;0;746;1;0;0;0;0;2 354;7;4 072;5;0;0;0;0;459;2;1 030;2;1 469;4;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 822;38;0;0;2 894;2;0;0;54 805;37;0;0;0;0;1 008;1;2 210;1;4 188;2;0;0;0;0;167;0;2 956 972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;3
Новосибирская область;2 900 033 429;135 872 468;441 285 796;18 841 104;2 797 691 534;147 494 162;414 278 334;27 399 482;582 827;280 793;2 803 070;110 090;75 338;12 825;127 995 923;10 570 611;730;117 425 312;20 021 538;23 167 190;2 348 504;41 184;5 119 280;515 191;1 540 445;60 542;141 246;6 233;2 114 122;317 873;191;0;0;0;0;0;2 504;36 448 508;49 774 431;28 554;3 473;10 094;3 817;17 249;3 014;10 376 885;410 734;9 134 549;388 835;1 251 695;21 988;250 339;4 398;25 034;440;9 367;91;108;19;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23 432 921;20 826 136;2 724 374;544 874;54 488;117 589;96;12;818 946;967 651;64 966;227 238;12 993;1 299;18;8;26;37;0;0;0;0;0;0;14 450 381;8 700 933;21 162 278;20 054 769;8 849;10 858;1 138 711;10 096 383;3 596 283;2 147 358;98 203;2 147 607;94 917;79 300;0;0;0;0;0;1 718;0;0;0;0;0;0;0;0;35;0;6 399;0;64 715;360 631;31;224;1 010 734;2 293 983;0;0;1 608;2;568;3;0;0;63;1;0;0;253 881;4;1 083 212;3;0;0;0;0;0;0;0;0;0;0;18 149;9;0;0;0;0;0;0;0;0;33 779;8;77 930;1;0;0;30 623;9;61 007;4;54 920;22;34 703;43;52;2;222;1;8 186;3;58 989;26;2 759;7;7 793;6;19 940;7;9 786;6;130 944;50;0;0;0;0;0;0;0;0;3 416;3;29 075 435;8 062;2 182 136;28;0;0;72;1;0;0;0;0;41 361;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 220 586;59;5 000;1;0;0;24 169 531;60;4 627;1;683 654;15;2 000;1;46 831;1;0;0;5 413 470;29;8 468 413;4;170 580;27;0;0;0;0;296 815;152;399 910;11;1 685 408;137;12 238;8;0;0;0;0;3 822 016;24;1 196 381;62;1 670 134;93;11 422;2;324 117;35;0;0;655 166;18;0;0;2 184;3;14 807;19;61 229;24;0;0;0;0;17 832;8;1 466;3;26 731;4;0;0;0;0;0;0;15 859;6;0;0;0;0;31;1;0;0;0;0;0;0;0;0;0;0;52 501;31;0;0;12 835;4;0;0;43 935;42;0;0;304 491;6;2 953;1;800;1;145;1;0;0;0;0;136 868;0;4 244 148;0;122 701;0;0;0;122 701;0;0;24 540;0;0;0;24 540;0;17;1;19
