G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417
Костромская область;714 939 879;35 583 991;266 932 190;4 307 876;706 274 830;37 294 259;226 909 287;7 001 321;43 714;19 719;12 346 408;238 144;18 087;0;36 367 264;682 401;122;35 684 863;4 619 693;7 126 395;1 070 546;2 765;409 483;61 533;1 282 332;20 078;190 496;2 856;136 481;10 578;5;0;0;0;0;0;4 599;2 072 406;11 095 082;2 338;540;1 010;237;439;298;1 512 504;133 346;1 307 122;128 116;218 898;5 327;43 780;1 065;6 567;160;13 516;97;198;13;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510 529;492 476;127 467;25 493;3 824;109 414;6;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8 741 109;8 617 428;9 992 807;10 090 273;77 327;118 951;2 537;3 024 969;973 220;281 966;3 495;0;0;0;0;0;0;0;0;0;0;85 605;0;0;0;0;0;0;16 230;0;0;863;182 466;64 106;3;39;39 844;359 459;653;2;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 148;1;0;0;0;0;0;0;0;0;15;2;0;0;0;0;1 959;2;441;1;2 804;4;2 560;5;27;1;0;0;0;0;14 484;5;31;1;2 431;1;0;0;0;0;5 984;10;0;0;0;0;0;0;0;0;0;0;5 680 382;942;16 055;7;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 533;6;1 053;2;0;0;476 306;7;0;0;0;0;0;0;0;0;0;0;315 378;6;0;0;289;1;0;0;0;0;43 734;20;1 464;2;126 439;197;198;1;0;0;0;0;8 420;2;1 651 309;8;29 555;39;0;0;147;10;0;0;0;0;0;0;0;0;5 769;4;5 229;2;0;0;0;0;0;0;721;2;7 769;3;0;0;0;0;0;0;327;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 847;6;0;0;575;3;0;0;10 087;8;0;0;14 699;1;197;1;0;0;2 656;2;0;0;0;0;25 754;0;3 470 109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1
Курганская область;203 293 952;34 813 251;8 624 897;7 482 625;192 713 687;37 814 347;8 941 653;10 490 177;156 981;756 384;225 112;5 313;523;0;10 194 969;357 034;87;9 839 790;5 257 575;1 953 931;295 108;0;251 237;38 842;308 914;6 947;46 535;1 014;71 407;13 247;8;0;0;0;0;0;0;3 142 279;17 957 556;1 998;300;1 656;354;398;336;1 390 819;82 271;1 299 132;80 877;91 741;1 398;18 348;280;2 752;42;55;0;95;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 745 435;4 892 780;910 805;182 073;27 311;58 150;63;10;0;2 094;0;2 094;0;0;1;1;0;0;0;0;0;0;0;0;48 120;28 193;1 520 256;1 770 511;0;0;46;1 035 438;256 704;36 425;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24 211;4;31;72 255;264 166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 035;1;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1 230;2;10 741;2;3 337;7;11 874;10;0;0;0;0;0;0;14 592;5;1 887;2;1 500;1;0;0;0;0;15 790;9;0;0;0;0;0;0;0;0;0;0;5 018 176;815;129 785;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27 317;15;0;0;0;0;82 045;2;0;0;0;0;0;0;0;0;0;0;3 914 475;18;0;0;619 458;19;0;0;0;0;125 155;110;21 678;2;187 482;60;6 423;6;0;0;0;0;120 182;5;133 566;15;45 982;7;0;0;12 427;59;0;0;51 346;1;0;0;7 920;1;12 210;6;6 623;1;0;0;0;0;20 517;5;547;2;0;0;0;0;0;0;0;0;348;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 765;4;0;0;48 887;1;0;0;2 058;27;0;0;0;0;3 256;2;0;0;1 548;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Курская область;556 163 056;70 173 221;35 715 503;9 690 751;496 737 898;75 531 526;34 418 118;13 487 215;81 483;185 072;236 610;3 801;98 431;0;60 471 673;482 698;119;59 988 975;8 973 498;11 997 795;1 799 668;0;1 154 682;173 234;345 334;24 156;51 728;3 565;96 540;0;0;0;0;0;0;0;0;6 182 339;19 389 133;4 315;492;1 624;738;1 687;2 818;1 903 382;22 821;1 499 230;19 009;413 049;3 812;82 610;762;12 391;114;8 897;0;37;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 606 864;86 987 664;15 920 400;3 184 079;477 612;2 301 200;200;29;71 907;68 377;4 782;1 252;956;143;2;1;1;6;0;0;0;0;0;0;615 418;611 248;3 732 889;3 736 823;0;0;2 688;20 155 053;620 520;112 434;180 933;999 800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 430;0;0;246 395;5;46;122 256;639 547;0;0;100;1;944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40 724;3;0;0;0;0;0;0;0;0;136;1;0;0;0;0;80;1;1 526;2;15 493;6;19 584;14;0;0;0;0;0;0;137 344;5;0;0;88;1;0;0;0;0;40 103;13;0;0;0;0;0;0;0;0;10;1;15 943 980;1 655;13 859;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28 568;10;0;0;0;0;47 803;3;0;0;41 079;2;0;0;0;0;0;0;2 748 039;17;1 178 416;3;5 513;6;0;0;0;0;137 586;83;950;2;879 414;58;1 869;3;0;0;0;0;61 019;7;64 719;28;52 677;18;5 700;2;36 299;6;0;0;319 965;2;0;0;10 597;2;5 536;6;62 999;5;0;0;0;0;1 508;2;21 026;2;265;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;3;0;0;0;0;0;0;63 468;13;0;0;0;0;35 367;2;0;0;2 876;3;0;0;0;0;2 312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Ленинградская область;2 717 661 432;148 854 201;256 513 341;18 248 645;2 376 439 960;160 170 067;249 293 808;40 438 946;316 755;968 844;7 086 614;89 264;112 727;6 939;341 585 951;6 530 098;369;335 055 854;32 633 511;63 149 148;10 051 556;30 497;8 495 723;1 239 105;1 396 458;55 283;212 801;8 383;1 306 020;3 849 753;71;0;0;0;0;0;7 883;89 548 350;106 242 618;6 229;1 230;3 312;1 071;584;123;1 347 137;9 672;1 226 208;8 693;121 135;979;24 227;196;3 634;29;5;0;104;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56 173 332;52 266 527;5 115 400;1 012 685;151 902;1 208 595;112;24;9 195 299;6 055 948;1 867 782;10 536;373 556;56 033;13;4;10;1;0;0;0;0;0;0;73 266;65 872;13 377 133;13 756 777;40 181;60 635;32 511;33 055 444;4 660 569;60 212 502;54 277;3 295 198;17 155;500;0;0;0;0;54 524;0;32 061 410;186 565;0;4 145;0;10 230;913 000;8 450;0;0;24 994 159;114 459;492 712;26 249;7;126;2 008 219;7 029 568;0;0;3 747;1;0;0;0;0;0;0;0;0;849 299;2;66 710;1;0;0;0;0;0;0;0;0;0;0;41 405;7;0;0;0;0;0;0;0;0;5 134;5;15 806;1;0;0;105 885;16;14 892;4;40 012;18;38 610;35;96;1;0;0;63 905;2;271 090;30;15 264;16;28 650;7;30 277;9;0;0;108 675;48;0;0;0;0;0;0;0;0;17 349;3;72 366 313;3 539;404 238;15;0;0;0;0;0;0;0;0;0;0;19 156;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 044;10;452 084;3;0;0;17 111 522;14;0;0;0;0;0;0;0;0;0;0;2 312 005;7;0;0;202 982;15;0;0;55;1;713 135;219;104 658;15;37 263;79;1 131;6;0;0;0;0;113 238;13;1 228 330;84;828 543;87;7 828;3;1 473 784;45;0;0;23 589;3;0;0;102;2;2 605;5;17 487;14;0;0;0;0;6 435;5;894;1;0;0;0;0;0;0;0;0;1 261;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37 357;26;0;0;40 609;2;0;0;34 308;10;0;0;1 107 921;4;6 590;3;75;3;16 570;3;0;0;0;0;84 927;0;344 558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
Липецкая область;1 250 033 308;39 425 030;454 703 209;12 991 578;1 112 465 112;42 954 526;424 848 001;14 353 608;278 305;25 683;34 194 381;2 550 364;1 000 215;598;132 617 222;838 402;63;131 778 821;7 412 908;26 142 924;3 942 198;220;2 606 585;393 182;619 226;14 833;98 127;2 229;167 680;2 109;6;11 035;199 677;12;0;0;0;6 533 078;24 840 599;5 737;246;2 013;473;869;165;1 499 760;168 296;1 376 126;160 280;123 523;8 017;24 705;1 603;3 706;241;714;0;140;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81 288 578;74 074 632;9 322 391;1 864 477;279 673;2 108 445;116;25;197 868;197 983;32 647;40 224;6 529;979;9;3;6;0;0;0;0;0;0;0;4 121 770;3 965 045;1 069 437;600 015;1 967;11 025;112 204;4 340 174;4 064 852;72 239 415;24 103;64 392 641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331 737;0;0;6 171;2;63;2 388 196;8 480 630;8 936;2;0;0;1 392;3;0;0;0;0;0;0;4 485 317;2;64 177;1;0;0;7 690;1;0;0;133 971;1;11;1;70 452;1;0;0;0;0;0;0;0;0;868;1;0;0;0;0;1 249;3;642;4;125 649;8;152 465;21;55 743;2;46;1;16 996;4;159 409;14;2 061;7;5 701;3;6;1;894;2;107 543;24;0;0;0;0;0;0;3 451;1;0;0;22 046 501;1 766;15 783 605;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33 633;14;67 863;2;0;0;2 423 700;6;0;0;2 150;2;0;0;0;0;0;0;590 369;6;0;0;0;0;0;0;0;0;184 800;47;478;3;162 081;49;56 778;2;0;0;0;0;11 620;4;281 378;21;10 105;16;1 353;2;283 892;25;0;0;1 120 736;10;0;0;6 126;1;9 475;4;4;1;0;0;0;0;400;3;14 687;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;1;0;0;0;0;0;0;0;0;0;0;1 318;5;0;0;0;0;0;0;11 753;4;0;0;0;0;0;0;0;0;3;1;0;0;138;1;9 322 778;0;2 403 908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0
Магаданская область;183 001 848;36 652 805;14 470 358;10 042 957;157 076 113;49 064 998;10 238 773;8 833 048;46 089;67 458;241 302;10;55;0;30 030 472;229 645;32;29 800 827;11 134 834;5 252 054;187 634;343;1 343 314;42 694;332 494;15 608;47 520;2 341;45 929;249;3;706 135;0;14;0;0;0;1 453 556;59 509 715;616;189;149;168;220;0;283 057;0;247 807;0;35 250;0;7 050;0;1 058;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60 043;76 918;0;16 875;0;0;2;1;0;1;0;0;0;0;0;0;0;0;268 289;199 869;0;0;68 420;92 342;164 106;0;1 231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 204 064;1;17;111 276;940 860;0;0;0;0;0;0;0;0;0;0;0;0;84 412;2;0;0;0;0;0;0;0;0;0;0;0;0;672 277;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1;27 657;6;1 680;1;0;0;16 490;1;3 319;1;20;1;11 650;1;1 800;1;347;1;18 129;5;0;0;0;0;0;0;0;0;0;0;8 610 667;374;1 393 740;4;0;0;1 998;2;0;0;0;0;0;0;314 138;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 430;1;0;0;0;0;0;0;0;0;0;0;137;1;0;0;0;0;392 717;3;0;0;0;0;0;0;0;0;22 615;12;811;1;15 995;25;0;0;0;0;0;0;519;1;148 136;9;55 779;3;0;0;884;3;0;0;0;0;70;2;396;2;1 168;3;286;1;4 794;1;3 411;1;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;3;0;0;15;1;0;0;1 579;5;0;0;43 325;1;2 296;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Московская область;13 016 363 749;1 047 133 740;990 437 788;250 146 325;12 169 060 474;1 137 186 099;1 075 666 110;373 028 455;6 311 577;1 025 364;31 614 193;13 410 963;1 405 178;690 908;736 941 228;41 676 615;1 701;695 266 604;224 206 290;136 595 058;20 749 340;202 271;25 060 082;3 815 517;12 714 925;360 739;1 927 347;55 457;8 335 324;1 688 595;49;95 247;540 095;33;0;0;221 834;236 442 288;520 598 686;48 104;6 339;16 503;6 978;15 420;726;21 773 377;774 243;19 398 687;721 165;2 456 301;64 695;491 259;12 937;73 691;1 942;80 666;6 349;1 945;41;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34 633 073;32 774 055;2 958 899;591 779;88 766;1 099 881;90;21;85 073 933;76 589 004;8 319 471;1 555 088;1 577 680;249 584;159;32;146;14;11 060;107 896;0;0;96 836;1;123 073 774;122 309 478;93 821 166;92 242 058;44 981;140 689;3 280 564;46 798 411;12 566 140;92 553 466;2 277 691;5 978 639;32 896;500 514;0;41 908 377;0;0;2 223 878;0;14 892 481;2 638;19 481 961;36 063;99 780;7 552;0;794;14 640;766;19 595 089;3 821 730;906 774;1 851 052;75;638;4 370 381;21 800 116;1 467;3;1 910;3;1 248;1;0;0;0;0;0;0;5 071 703;5;800 423;4;0;0;0;0;0;0;688 207;1;43 368;1;961 111;5;0;0;0;0;0;0;0;0;49 979;15;64 265;3;0;0;97 656;25;35 550;28;493 627;40;177 885;84;516 229;3;14 689;5;147 323;23;1 432 160;128;75 872;38;428 322;27;47 391;10;29 101;10;414 263;160;0;0;0;0;0;0;556;2;39 018;4;254 983 941;22 032;2 581 636;54;0;0;1 782;3;0;0;0;0;551;2;0;0;0;0;111 412;1;0;0;0;0;0;0;0;0;0;0;5 865 294;61;20 087;11;0;0;45 724 190;47;0;0;41 950;6;850;1;76 746;1;0;0;18 068 814;42;128 596 596;16;323 191;38;0;0;2;1;2 002 316;467;127 647;23;2 625 331;344;12 341 749;7;0;0;3 368;1;1 171 392;29;4 955 027;62;3 420 459;188;87 306;6;101 006;44;0;0;1 256 467;15;0;0;59;1;60 295;23;108 017;29;0;0;0;0;14 643;10;13 860;5;86 524;12;0;0;23;1;0;0;20 549;8;489;1;300 000;1;94 255;2;0;0;0;0;0;0;0;0;0;0;73 913;17;0;0;118 684;1;0;0;91 879;57;0;0;386 601;8;1 652;3;992;1;1 540;4;0;0;0;0;1 436 270;0;27 948 464;52 720;602 170;0;351 223;0;250 947;0;0;0;25 682;0;47 144;0;-18 992;0;96;13
Мурманская область;262 913 125;54 527 348;24 845 801;4 845 466;232 482 806;57 636 550;19 880 565;6 997 894;209 771;31 186;4 619 690;811 538;1 483;53 326;31 659 267;1 159 308;141;30 499 961;6 095 165;5 984 014;914 998;0;432 946;64 890;477 970;40 049;72 348;6 007;231 862;116 036;7;0;0;0;0;0;0;9 144 141;34 920 532;2 669;726;1 087;283;1 151;225;1 626 050;317 025;1 438 023;264 944;197 305;54 264;39 461;10 853;5 919;1 628;9 279;2 184;242;14;32;1;0;0;55 617;0;0;46 101;0;0;9 516;0;0;476;0;0;1 427;0;0;285;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 061 064;3 860 548;2 200 516;440 103;64 015;0;3;0;3 424 681;1 516 609;1 987 533;79 461;397 506;59 626;11;9;7;30;0;0;0;0;0;0;0;0;7 865 627;7 164 847;0;0;700 780;20 265 580;6 117 524;443 592;2 302;425 000;31 450;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;25 992;18 583;72 521;1;35;268 346;2 381 019;0;0;850;1;0;0;0;0;0;0;0;0;159 755;1;0;0;0;0;0;0;0;0;0;0;0;0;46 870;4;0;0;0;0;0;0;0;0;4 381;4;502 375;1;0;0;50 019;6;1 525;4;20 101;11;30 980;32;53;2;0;0;26 290;5;61 062;26;7 830;9;7 907;6;20 077;3;513;1;48 379;45;0;0;0;0;0;0;0;0;0;0;9 724 520;1 122;0;0;0;0;0;0;0;0;0;0;0;0;3 531 394;5;601 168;1;0;0;0;0;0;0;0;0;0;0;0;0;30 635;29;386;1;0;0;18 567;1;0;0;140;1;0;0;24 900;1;0;0;6 996 170;16;0;0;780 013;9;0;0;0;0;152 759;36;260;1;216 832;240;1 004;3;0;0;0;0;289 773;3;852 237;24;49 967;14;11 063;4;58 192;16;0;0;51 374;3;0;0;10 411;1;33 477;14;70 055;19;0;0;0;0;0;0;22 166;2;51 638;10;0;0;0;0;0;0;1 174;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 453;1;0;0;144;1;0;0;58 943;68;0;0;2 421 790;4;24;1;0;0;5;1;0;0;0;0;902 242;0;217 235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0
Нижегородская область;2 944 144 429;298 452 308;151 603 011;22 805 919;2 802 272 077;439 060 248;134 722 844;33 833 949;1 076 890;944 091;1 477 084;496 890;1 466 980;16 589;157 681 832;19 708 017;828;137 973 832;17 915 221;26 604 667;4 138 076;11 002;4 298 111;639 476;2 086 341;55 398;314 294;8 296;3 941 603;990 323;53;0;0;0;0;0;80;42 375 755;117 380 850;25 412;2 964;10 214;3 661;7 303;27;7 938 105;230 434;7 430 243;203 828;618 390;26 659;123 678;5 332;18 552;800;59 528;53;387;14;19;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 554 423;12 872 456;1 429 090;277 125;41 518;747 123;61;15;144 080;115 177;32 749;3 845;6 550;982;12;6;25;2;0;0;0;0;0;0;5 641 771;5 608 458;23 023 044;22 883 462;567 167;370 478;796 051;13 141 426;3 957 093;2 345 240;19 126;1 740 687;0;0;0;0;0;0;0;0;43 388;0;293 170;185;0;0;0;0;0;0;15 816;0;10 746;5 160 009;37;282;1 006 542;6 957 793;36 773;3;874;2;0;0;0;0;6 434;1;0;0;791 702;8;2 046 959;3;0;0;0;0;0;0;28 938;1;361;1;59 148;6;174 703;1;0;0;0;0;112 407;1;236 555;12;17 414;1;0;0;140 386;31;80 691;21;119 429;56;262 379;97;16 737;10;65 788;3;812 991;12;646 862;75;339 251;24;30 587;19;103 130;13;56 622;10;516 740;112;0;0;0;0;0;0;1 603;2;14 091;2;60 460 073;7 591;1 197 786;20;0;0;113;1;0;0;0;0;15;1;0;0;0;0;7 941 416;5;0;0;0;0;0;0;30 926;1;0;0;3 918 429;22;632 172;2;0;0;2 994 341;39;0;0;183 533;4;0;0;234 392;1;0;0;6 456 946;33;145 336;3;3 046 107;146;0;0;0;0;544 460;118;21 400;19;846 092;143;7 577;24;0;0;0;0;155 397;7;1 498 891;33;152 354;45;13 312;8;81 894;66;0;0;164 691;6;0;0;454;3;2 896;2;137 039;22;0;0;0;0;2 515;2;0;0;13 694;7;0;0;0;0;0;0;327;1;12 345;1;0;0;192 449;1;0;0;0;0;0;0;0;0;0;0;128 611;37;0;0;5 042;2;0;0;24 192;150;0;0;385 084;8;12 052;3;0;0;0;0;0;0;0;0;57 236;0;7 377 155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2
Новгородская область;325 789 020;29 178 361;89 709 428;2 601 622;297 140 928;34 590 121;91 732 927;3 357 719;503 723;126 366;6 848 677;126 126;11 619;0;20 277 200;667 015;114;19 612 948;6 167 553;3 826 757;588 359;129;924 370;139 338;138 096;35 021;20 517;5 205;133 403;95 837;12;0;0;0;0;0;8 181;7 782 523;20 304 009;2 542;527;1 324;437;804;5;634 561;0;613 035;0;21 527;0;4 305;0;646;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11 375 034;11 269 494;860 433;172 087;25 813;754 893;21;9;460 860;356 393;103 785;0;17 338;3 114;4;0;1;0;0;0;0;0;0;0;4 830;4 784;595 721;580 841;0;0;17 155;5 175 117;366 637;11 667 096;7 660;50 000;0;0;0;0;0;0;0;0;50 000;0;0;0;0;0;0;0;0;0;11 567 096;0;0;86 389;8;66;310 065;3 032 774;47;1;0;0;0;0;0;0;0;0;0;0;0;0;55 655;1;0;0;0;0;0;0;0;0;0;0;42 674;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 496;5;23 459;3;2 801;6;18 815;13;12;1;921;1;14 933;4;31 140;7;96;3;6 515;3;0;0;68;1;21 717;20;0;0;0;0;0;0;0;0;0;0;10 067 450;1 119;52 897;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 803;12;0;0;0;0;0;0;0;0;20 710;1;0;0;0;0;3 160;1;856 904;7;0;0;19 186;6;0;0;0;0;136 843;35;6 306;6;301 209;72;525;1;0;0;0;0;16 416;2;85 864;11;61 600;10;0;0;5 403;16;0;0;0;0;0;0;0;0;2 521;7;4 116;5;0;0;0;0;419;2;28;1;173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 478;30;0;0;2 050;2;0;0;5 456;22;0;0;7;1;96;1;20;1;5 289;3;0;0;0;0;64 356;0;2 579 675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1
Новосибирская область;2 853 893 789;141 859 284;292 278 784;20 125 081;2 730 602 246;153 867 476;269 920 440;26 667 252;959 992;247 159;1 912 316;1 645 977;152 160;1 606;145 379 793;3 891 327;603;141 488 466;19 950 580;28 149 427;4 244 654;42 774;6 115 673;934 101;1 393 399;46 759;207 183;6 918;778 265;148 265;152;0;0;0;0;0;3 672;27 526 623;69 676 376;27 897;3 358;10 707;3 315;14 208;2 732;11 238 284;452 917;10 061 611;430 594;1 207 854;22 324;241 571;4 465;36 236;670;31 180;0;112;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24 026 927;21 263 900;3 210 422;642 083;96 311;447 395;97;19;712 029;1 055 120;48 836;387 784;9 767;1 465;17;7;23;42;0;0;0;0;0;0;15 271 319;15 131 619;16 746 279;22 695 023;92 245;238 739;884 185;8 706 298;4 516 038;1 258 582;151 483;763 774;44 430;163 100;0;0;0;0;0;14 015;0;0;0;13 586;0;0;0;0;0;0;0;0;227 323;737 582;36;222;807 065;2 179 618;5;1;1 392;3;0;0;0;0;0;0;0;0;169 258;3;707 169;3;0;0;0;0;0;0;0;0;0;0;4 946;5;0;0;0;0;0;0;0;0;5 607;8;123 548;1;0;0;22 406;7;147 437;5;24 552;21;29 590;36;1 505;2;224;1;8 258;3;60 735;28;2 840;7;7 544;9;19 488;6;10 447;4;110 319;49;0;0;0;0;0;0;0;0;4 942;2;30 589 965;8 810;2 015 127;30;0;0;0;0;0;0;60;1;1 387;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 298 665;71;0;0;0;0;23 582 880;56;4 329;2;613 109;13;600;1;0;0;0;0;7 334 159;32;9 126 164;2;279 008;31;0;0;0;0;307 124;154;437 691;7;1 626 644;149;3 353;3;0;0;0;0;2 494 742;23;902 965;53;1 638 624;90;15 860;4;332 706;39;0;0;601 667;22;0;0;160;2;36 015;23;63 659;26;3 683;1;0;0;10 713;4;1 222;2;29 969;4;20;1;0;0;0;0;91 293;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41 025;29;0;0;33 423;3;0;0;56 693;69;0;0;583 828;7;7 820;5;0;0;190;1;1 804;2;0;0;1 124 131;1 099;5 204 404;0;71 251;0;0;0;71 251;0;0;0;14 250;0;14 250;0;0;0;25;1
